DATAFLOW,LAST UPDATE,freq,sex,age,isced11,training,geo,unit,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",No formal education or training abandoned,Norway,Thousand persons,2024,160.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",No formal education or training abandoned,Poland,Percentage,2024,96.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",No formal education or training abandoned,Poland,Thousand persons,2024,759.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",No formal education or training abandoned,Portugal,Percentage,2024,87.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",No formal education or training abandoned,Portugal,Thousand persons,2024,173.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",No formal education or training abandoned,Romania,Percentage,2024,98.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",No formal education or training abandoned,Romania,Thousand persons,2024,352.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",No formal education or training abandoned,Sweden,Percentage,2024,93.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",No formal education or training abandoned,Sweden,Thousand persons,2024,273.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",No formal education or training abandoned,Slovenia,Percentage,2024,93.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",No formal education or training abandoned,Slovenia,Thousand persons,2024,43.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",No formal education or training abandoned,Slovakia,Percentage,2024,93.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",No formal education or training abandoned,Slovakia,Thousand persons,2024,119.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Austria,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Austria,Thousand persons,2024,172.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Belgium,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Belgium,Thousand persons,2024,270.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Bulgaria,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Bulgaria,Thousand persons,2024,121.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Cyprus,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Cyprus,Thousand persons,2024,16.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Czechia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Czechia,Thousand persons,2024,284.2,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Germany,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Germany,Thousand persons,2024,2065.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Denmark,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Denmark,Thousand persons,2024,194.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Euro area – 20 countries (2023-2025),Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Euro area – 20 countries (2023-2025),Thousand persons,2024,7955.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Estonia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Estonia,Thousand persons,2024,35.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Greece,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Greece,Thousand persons,2024,214.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Spain,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Spain,Thousand persons,2024,1104.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,European Union - 27 countries (from 2020),Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,European Union - 27 countries (from 2020),Thousand persons,2024,10228.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Finland,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Finland,Thousand persons,2024,153.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,France,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,France,Thousand persons,2024,1484.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Croatia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Croatia,Thousand persons,2024,75.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Hungary,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Hungary,Thousand persons,2024,227.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Ireland,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Ireland,Thousand persons,2024,136.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Italy,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Italy,Thousand persons,2024,1308.1,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Lithuania,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Lithuania,Thousand persons,2024,46.5,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Luxembourg,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Luxembourg,Thousand persons,2024,16.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Latvia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Latvia,Thousand persons,2024,47.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,North Macedonia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,North Macedonia,Thousand persons,2024,48.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Malta,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Malta,Thousand persons,2024,4.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Netherlands,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Netherlands,Thousand persons,2024,428.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Norway,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Norway,Thousand persons,2024,177.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Poland,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Poland,Thousand persons,2024,792.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Portugal,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Portugal,Thousand persons,2024,200.8,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Romania,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Romania,Thousand persons,2024,359.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Sweden,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Sweden,Thousand persons,2024,291.7,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Slovenia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Slovenia,Thousand persons,2024,46.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Slovakia,Percentage,2024,100.0,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,"Less than primary, primary and lower secondary education (levels 0-2)",Total,Slovakia,Thousand persons,2024,127.6,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Formal education or training abandoned (one or more),Austria,Percentage,2024,28.9,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Formal education or training abandoned (one or more),Austria,Thousand persons,2024,21.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Formal education or training abandoned (one or more),Belgium,Percentage,2024,17.3,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Formal education or training abandoned (one or more),Belgium,Thousand persons,2024,34.4,,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Formal education or training abandoned (one or more),Bulgaria,Percentage,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Formal education or training abandoned (one or more),Bulgaria,Thousand persons,2024,,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Formal education or training abandoned (one or more),Cyprus,Percentage,2024,5.2,u,
ESTAT:LFSO_24EAB01$DEFAULTVIEW(1.0),15/12/25 11:00:00,Annual,Females,From 15 to 24 years,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Formal education or training abandoned (one or more),Cyprus,Thousand persons,2024,0.8,u,
